userName,score,at,content
Ai click,1,2022-10-24 05:20:43,Hp saya tidak bisa masuk ke apk ini padahal hp saya android pihak yang mengarahkan untuk scan pun tidak bisa menjelaskan letak tidak bisanya karena apa. Apk ini belum sempurna tapi udah di up
Heryanto,3,2022-10-24 04:12:31,"Di aplikasi ini tidak ada TTE, anjurannya hrs dftr k aplikasi privy untk TTE nya, sy sudh registrasi TTE d aplikasi privy,, trus slnjtny bgaimn agar ktp digital sy bs ada TTE nya...?"
Sendi Pratama,1,2022-10-24 04:04:50,Aplikasi ga berguna tetap saja kita bayar buat KTP dimana keadilan yg sesungguhnya wahai para pemegang jabatan dengan dalil alasnya blangko habis dll WTF
Maulana Malik Ibrahim,1,2022-10-24 02:14:59,program untuk mubadzirkan uang kita
Muhammad Megi,1,2022-10-24 01:01:33,"Sangat jelek, beberapa kali disuruh ambil foto. Tetap aja gk bisa2"
Ikke 2021,5,2022-10-23 18:51:54,Buang buang Quota aja..!!kalau kejar tekhnologi kedepannya maju yg serius dong jangan setengah setengah..apakah begitu di kasih pekerjaan untuk buat aplikasi android tapi kalah dengan Developer di luaran sana?ayo dong semangat indonesiaku
Imron Mulyana,1,2022-10-23 17:28:20,Tetap saja harus offline dan datang ke ktr disdukcapil 🤭
Endah Murtanti,1,2022-10-23 15:45:36,Kenapa ambil fotonya gagal terus...?
In allo,2,2022-10-23 15:13:37,Riibeett....super ribet gak bisa ke buka banyak permintaan nya😓
kang ojhol,2,2022-10-23 10:46:56,"uninstall ajalah, mau daftar harus scan barcode, barcodenya adanya di Disdukcapil, ribet. kenapa gak dibikin simple sih? kan udah ada database nya"
Oleh jdmb,1,2022-10-23 10:29:37,"Kalo harus scan bercode nya ke dukcapil bukan mempermudah itumh , mempersulit"
gilang ramadhan,5,2022-10-23 09:02:50,"Tingkatkan lagi, supaya lebih mudah kedepannya"
juliana kiswan,1,2022-10-23 07:43:11,"Ribet harus scan barcode ke Disdukcapil,ini sama saja bohong ada aplikasi, mending ga usah ada aplikasi"
BAmbang ferziansyah,3,2022-10-23 03:20:02,Tidak bisa di buka
JAMALUDIN,1,2022-10-23 02:01:16,"Gak bisa di buka, jangan download"
Jerry Lawalata,1,2022-10-22 20:35:11,Ktp digital nya tidak bisa d gunakan untuk buka rekning d bank.
iful amd,1,2022-10-22 18:03:36,penggen cek data diri lebih mudah via aplikasi .. ternyata sama ribet nya jadi ga guna
Jack Lim,1,2022-10-22 17:50:33,Bahaya
simon gilang,1,2022-10-22 17:27:23,"Bukannya memudahkan malah merepotkan, kenapa? 1. Setiap keperluan yang memerlukan foto ktp sulit dilakukan bahkan terkadang aplikasi tersebut tidak mendeteksi foto sedangkan dalam aplikasi ini fitur screenshoot dinonaktifkan 2. Setiap mau aktifasi harus ke dukcapil (kasus dukcapil yogya) 3. Tidak semua fasilitas mendukung ktp digital Data sigital memudahkan kita apabila ada urusan di luar kota, namun jangan pula betuk fisik ktp dijadikan digital. Lama ngurusnya, kembalikan saja seperti semula"
bayu anggara,1,2022-10-22 16:20:46,Geje beud
ALI MAMNUN (ALE),5,2022-10-22 15:40:56,Mantap Keren Okelah
JATI 08 UYEPE,1,2022-10-22 15:34:21,Applikasi buat apa coba??? Fungsinya belum jelas... anggaran applikasinya pasti jelas donk... Kapan majunya coba negara ini 😭😭😭
Adi S,1,2022-10-22 13:16:10,"Aplikasi gak berguna 😄 gak heran lah, inikan negara wakanda 😄"
K' noedine22,1,2022-10-22 13:10:01,LOL sama aja harus ke kantor dukcapil lg untuk dapat kode QR gak jelas 🐷
shinn mnnlu,5,2022-10-22 05:27:57,bosok
Vynnn T,1,2022-10-22 05:19:19,Seharusnya semua apk yg daftar untuk buka bank udah suport KTP digital nya ini saya pake KTP digital gk bisa daftar apk buka rekening di HP trus buat apa ini KTP digital hadeh bikin ribet aja tolong dong segera mungkin kasih apk bank sepeti neo mandiri untuk suport KTP digital
Erna Wati,3,2022-10-21 15:44:39,Gak ada aplikasi yg ........
Roni Muslim,1,2022-10-21 15:21:22,"aplikasi apaan ni,, asal biar kelihatan kerja dan ada anggaran nya."
Agoes Duding,1,2022-10-21 14:15:37,Aplikasi gk jelas
Sri Widjiati,1,2022-10-21 12:37:37,Susah
Kang Ujang Maskur,5,2022-10-21 12:09:49,"Aplikasi ini bagus buat yang paham aja, dan cuma satu kali aja syarat wajib datang ke Disdukcapil setempat untuk aktifasi dan proses cepat tidak dipungut biaya, jadi siapin waktu untuk datang aktifasi sendiri untuk aktifasi, dan wajib datang pagi-pagi jam 8 biar kebagian karcis 😁👌, pemerintah Indonesia sudah bagus untuk proses sekarang, banyak aplikasi yang digunakan untuk memudahkan, tapi yang buat paham aja yah, dan siapin waktu datang aktifasi, karena emang ini syarat wajib. gampang."
risdian ilham,1,2022-10-21 12:08:13,Ribet
Zero Zeroneo,1,2022-10-21 11:56:14,"percuma buat aplikasi online kalau masih kesana kemari cari file pdf nya ,mending urus secara nyata ketimbang lewat secara virtual.online tambah ribet dari pada ngurus secara tidak online🤯🤯"
Pemainbaru Official,1,2022-10-21 07:21:19,Aplikasi membingungkan
Suhadi Firdaus,1,2022-10-21 05:48:23,"Udah isi data suruh scan barcode,trus dmn barcodeny kan edan"
Lies Susilo,3,2022-10-21 05:39:33,"Data balikan nya, kok belum ada ya Min"
Juna Febriyansyah,5,2022-10-21 04:14:13,Ok
Malla irawan,1,2022-10-21 03:28:41,Tujuan download aplikasi ini karena ingin memudahkan cetak KK tapi kalo harus scan barcode sama saja kita harus ke dukcapil juga
Distro Herbal,3,2022-10-20 23:42:07,"Maaf sepertinya aolikasi belum siap. Proses registrasi, dah ambil foto selalu FORCE CLOSE. Nutup sendiri terus aplikasinya."
Dian Aristama,1,2022-10-20 12:56:43,Developer tolong aplikasinya di permudah saat registrasi..aplikasi pemerintahan harusnya user friendly karena tujuannya untuk memudahkan pengguna bukan mempersulit. Dan mempermudah akses.
techno mixs,1,2022-10-20 12:41:51,Ribet gak jelas
Gilang Ardistillah,1,2022-10-20 10:23:57,Aplikasi ga bisa di buka kenapa ys
Jamal Hasan,5,2022-10-20 10:00:15,Mantap. Tinggal update terus bug aplikasinya agar lebih nyaman dipakai
repo nalisman,1,2022-10-20 09:39:19,"Dikira lebih simpel ternyata harus kedukcapil juga, dengan menginstal aplikasi ini masalah saya jadi tambah rumit"
Pengguna Google,1,2022-10-20 08:12:34,Saya kasih bintang1: karena aplikasi jelek masa android dibawah versi 8 ga berjalan aplikasi nya saran saya sih semua android bisa mengakses klo mau ratingnya naik
M. Ainun Najib,5,2022-10-20 08:12:26,Baguss sekali teritegrasi
Iko R. Rohaturohman,1,2022-10-20 06:57:51,Percuma digital buat aktivasi tetep harus ke kantor Dindukcapil nya RIP teknologi 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻
mona indriani,1,2022-10-20 06:55:00,"Seharusnya sistem dibuat mudah, gimana mau maju kalo mau daftar apa2 harus legalisir harus fotocopi beuhhhhh jaman serba canggih masih aja legalisir pake cap"
Dhika Surya,2,2022-10-20 06:41:31,"Jika meminta ulang kode qr pada dispenduk setempat, akan menyulitkan ketika akan reset pabik pada ponsel, karena ketika ponsel mulai lambat, dan terlalu banyak data atau di lakukan flashing, maka data di dalamnya juga akan hilang semua, dan itu akan menyulitkan jika eKTP digital harus meminta kode qr lagi di dispenduk, mungkkn bisa di revisi dengan verifikasi wajah atau otp dan sejenisnya agar tidak ribet harus ke dispenduk dahulu. Terima kasih."
Rahmat Hafizh,1,2022-10-20 06:41:02,"setelah verifikasi data nik,email,nohp,poto wajah. proses gagal gak ke proses ke langkah berikutnya"
Andi Hafidz,1,2022-10-20 06:39:39,Aplikasi nya gak sesuai ...
Angga Angga,5,2022-10-20 06:35:37,Mantap
Mohammad Salim,5,2022-10-20 06:33:08,Mantap onggu
dwi ari andayani,5,2022-10-20 06:29:00,Mantap
Moch Hamim,5,2022-10-20 06:17:59,Mantap
Dwi You Hanik,5,2022-10-20 04:34:47,Mantafff
Mba Suhita,4,2022-10-20 04:07:08,Aplikasi sering force close di Oppo A3s padahal versi android 8. Perlu ada perbaikan.
Akbar Wahyudono Putro,1,2022-10-20 03:56:06,Ndak rekomendasi banget!! Scan qr buat apa? Digitalisasi itu mempermudah bukan menyusahkan
Ancha Adhiguna,1,2022-10-20 03:52:36,Aplikasi kurang kerjaan
arifien.ilham al_maliki,5,2022-10-20 03:41:17,sangat mmbantu
joan aditya,1,2022-10-20 03:10:13,Merepotkan sekali
Mirlin Agustin,1,2022-10-20 02:59:08,"Banayak yang kagak bisa di di lihat, banyak yang error"
Bangun Supriyatman,1,2022-10-20 02:42:43,"Terjadi kesalahn koneksi ,hp redmi note 3 pro .provider tsel. Udah 7x nyoba sama aja.moho versi utk os nya di turunkan,karena tidak semua menggunakan os yg terbaru ,karena hp lama"
Imam Fikri,3,2022-10-19 17:03:28,"Kalau bisa untuk scan barkodenya disdukcapilnya melakukan keliling desa atau kecamatan agar permudah untuk yg mau buat IKD,"
Haris Susanto,1,2022-10-19 15:12:50,"Seriously aplikasi gini di rilis buat apa coba,scan barcode shopeepay atau Dana,kocak ini sekelas dukcapil"
Rusli Saleh,5,2022-10-19 14:13:41,Aplikasi sangat membantu
Re,5,2022-10-19 14:12:16,Terus lakukan perbaikan dan layanan terbaik
M maslakul Hidayat,1,2022-10-19 13:03:59,ini bukan untuk mempermudah masyarakat malah bikin ribet saya bolak balik ke kecamatan lalu ke kelurahan
Hastomo sabdhosih,2,2022-10-19 12:12:49,Ini asli bukan aplikasi dr kemdagri. Jgn2 apk predator
Dewi Nurul,1,2022-10-19 08:47:00,"Untuk apa aplikasi ini, jika harus ke dukcapil juga"
steven alexander,1,2022-10-19 08:21:31,aplikasi sering keluar saat login
Nabila N A,1,2022-10-19 08:15:58,Ribet scan bercode
Indra Pratama,1,2022-10-19 07:59:49,gimana sih susah amat
Yoga Permadi,1,2022-10-19 06:56:22,jualan data ?
Raymond Tanner,1,2022-10-19 05:26:40,Ini disuruh scan kode QR. Kode QR mana yg harus di scan ? e-ktp saya koq gak ada QR nya.
Kifna Luthfi,3,2022-10-19 05:08:19,"era baru, digitalisasi data kependudukan semoga bisa mempermudah segala aktivitas kita yang di dukung aplikasi Kependudukan lengkap"
Endra Whae,1,2022-10-19 03:23:41,Masukin barcode apa an dahhh
Curhat korban Pinjaman online,1,2022-10-19 02:20:04,Apk ribet
Threa Atyyah,1,2022-10-19 02:07:24,Gak bisa masuk
Rubie Fajar,1,2022-10-19 00:37:01,Gimana mau scan barcode nya . Harus ke disdukcapil dulu? Ah payah
Ilfan BDR,1,2022-10-18 22:15:23,anda buat aplikasi ini tujuan untuk ?? tidak ada gunannya sama sekali
Aray stokelan blues,1,2022-10-18 19:49:42,"Aplikasi bobrok, scan kode apa coba,"
Prayoga Fikri,1,2022-10-18 19:39:13,Zonk
bintang hida,1,2022-10-18 15:01:14,Aplikasi masih cacat
ÖKi JUnsôr,1,2022-10-18 12:22:00,Scan barcodenya mana ?
Silvi Rivayanti,4,2022-10-18 12:21:21,Kenapa suka mendadak hilang
Teguh Kusnur,1,2022-10-18 08:45:27,Tetep harus datang ke kantor dukcapil donk buat scan barcode? Why?
Lulu Jamaludin,5,2022-10-18 08:38:59,Terbantu
Bil Sabil,1,2022-10-18 06:06:06,Apakah aplikasi ini aman?
Ahmad Afandi Muhaimin,1,2022-10-18 05:25:48,Entah kenapa ya aplikasi buatan pemerintah banyak yg ngga guna hahaha
raysin -,1,2022-10-18 04:25:14,"Tidak bisa di buka,kesalahan koneksi internet,mohon di perbaiki app nya?"
Dean Tozeddeu,1,2022-10-18 03:59:03,"Bagaiman mau maju, Sekelas negara aja cuma bisa bikin aplikasi seadanya begini. Menyedihkan, meribetkan, menyusahkan, tertinggal...MEMALUKAN"
Aldo Sugiharto,1,2022-10-18 03:43:09,Take picture gagal
Barimin S,5,2022-10-18 03:41:32,Di tingkatkan lagi
Panji Gandana,1,2022-10-18 03:40:54,Kurang baik karena tidak berjalan sesuai dengan harapan
Arya pamungkas,1,2022-10-18 03:23:54,"Bisa gakasih app negara harus diatas spek app game online. Ini kan untuk negara bukan gaya""an"
Rachmat Gunawan,1,2022-10-18 02:01:20,"Aplikasi jelek,tdk bisa dibuka aplikasi nya"
Anisa 3785,2,2022-10-17 15:10:42,Kok gak bisa di buka??? Apa kalau malem emang gak bisa di buka apk nya?? Tulisannya terjadi kesalahan koneksi.. Padahal paket data saya ada
Andeshidayat Hidayat,1,2022-10-17 14:57:38,Buat pagi malam malah g bisa dibuka Dlu Aku klo ktp blm jadi bikin Surat keterangannya kertas Bukan digital.digital diapa2in gak bisa dibuka apa harus kecapil terus untuk membuka nya
Agud Awan,1,2022-10-17 14:53:23,gagal trus saat masuk
Ratno Taylor,4,2022-10-17 14:40:42,Bagus
Ricky Lombonaung,3,2022-10-17 12:53:34,Tidak bisa buka aplikasi padahal KTP digital sudah terdaftar
Handi Bf,5,2022-10-17 12:02:33,"Ga bisa di buka, knapa ya?? Sy pake pke versi Android 7,satu lg android 10,ga bs buka app nya"
Edward Edward,5,2022-10-17 10:57:02,Bagus tp kadang suka eror gak bisa dibuka
Kahfi Aliqrom,4,2022-10-17 10:36:56,D coba
Ummu Salman,1,2022-10-17 10:16:55,"Ini terjadi kesalahan koneksi padahal sinyal lagi stabil, gimana nih??!"
Puis Hati,2,2022-10-17 10:14:13,Tolong kok bisa pake jaringan tolong perbaikan aplikasi ini yh
arief el hasani,1,2022-10-17 05:39:24,Tidak support utk semua android
Syaban Mulyadi,1,2022-10-17 05:13:24,"Aplikasi ga normal, bikin ribet.."
ujang maman,1,2022-10-17 05:07:53,kenap ya ya tidak bisa di buka
Fajar Pramanca,1,2022-10-17 04:36:17,"Aplikasi babi ini mah, gue coba cek udah masukin nik sama email dan no tlp, ketika mau cek eh malah keluar. Selalu begitu.. Jangan di download udah gak penting nih aplikasi."
Agus Riyanto,1,2022-10-17 04:18:34,"Suruh scan,apa yang disacan ya ???"
Ayhu Uhya,4,2022-10-17 03:58:48,Izin bertanya Apakaha aplikasi ini untuk penambahan anggota keluarga atau bagaiman.
Tamsir Tubagus,1,2022-10-17 03:36:30,Aplikasi jelek mending gak usah kalau cuma bikin ribet
cisalak rw 01,1,2022-10-17 03:31:51,Te baleg nyien teh verifikasi barcode di cek email ga ada. Jadi kudu kamana neang na barcode verifikasi na
ACHMAD FAWAID,2,2022-10-17 02:33:36,aplikasi gak bisa dipakai gagal2 trs untuk verifikasi datanya
Rush,5,2022-10-17 02:16:26,Sangat membantu
Reza Rahadian,1,2022-10-17 02:11:17,Mau di download apa kaga??? Susah pisan
Syifa Elkhawarijmi,1,2022-10-17 02:11:16,Assalamualaikum Saya udah pakai KTP digital ini tapi ada banyak kekurangannya salah satunya untuk membuka rekening tidak bisa sama sekali Tolong tanggapannya
Kartika Arum Ningtyas,1,2022-10-17 02:10:15,Kenapa selalu gagal
jemi alfarid,2,2022-10-17 01:45:38,Harus scan QR code maksudnya gimana ya
Joko Imam Budiarto,1,2022-10-17 01:09:46,"Parah, barcode scan...."
bangtholib,1,2022-10-17 01:02:40,Koneksi terputus
adie soetjiptoe,1,2022-10-16 23:48:09,RIBET . . . Ujung2nya datang ke capil buat scan barcode . . . Seharusnya di kirim lewat email saja barcodenya 😴
Prince Yadhi Purnama Official,5,2022-10-16 16:18:40,"Untuk Rakyat yang tidak tau Teknologi Digital, Scan QR code itu adanya di Kantor Disdukcapil atau Kecamatan masing-masing jadi minta kesana, jadi kalau kurang tau lebih baik cari informasi lebih jelas dulu jangan asal kasih komentar buruk wahai para Kadrun..... Kenapa harus minta QR Code agar lebih aman, jadi Pihak Disdukcapil bisa melihat yang mengurus Dokumennya orang tersebut atau bukan, ada bukti bahwa yang mengurus dokumen itu orang tersebut yang bersangkutan atau bukan. POSITIF THINGKING!"
Raono Utake,1,2022-10-16 15:38:15,Aplikasi Belum Jadi 😅
Zals Fikrie,1,2022-10-16 14:38:39,Ga guna
Hariyanto,1,2022-10-16 12:15:44,Saya kira cukup pake hp saja. Ternyata masih harus ke capil.
Bayu Aji,1,2022-10-16 11:46:37,Bukan mempermudah malah mempersulit
Andre Warsito,1,2022-10-16 08:16:18,Apk gk jelas.
Sumarjono Electrik,5,2022-10-16 04:45:51,Tolong di bantu
Nero GpS,1,2022-10-16 02:53:50,"Payah tidak perbaikan bug atau apapun itu, setiap malukan ferivikasi wajah gak pernah bisa. Apalagi untuk melanjutkan ke tahap selanjutnya. Ingin mempermudah kok jadi mempersulit. Payah . . . . 👎🏻"
Fahriya Ningsi Teknologi Pangan,1,2022-10-16 02:46:17,"Haloo... mohon maaf sebelumnya, ini bagian verifikasi data disuruh ambil foto wajah, terus di suruh nge scan.... nah ini maksudnya yg di scan itu apa? disuruh scan QR kode apa?"
alexsa mase,5,2022-10-16 00:20:47,Iktp
Rudy Darmawan,1,2022-10-15 23:01:32,QR Code apa om yg dimaksud?
David Wonk,5,2022-10-15 15:23:03,Aplikasi gak ada gunanya
Tuti Purwanti,1,2022-10-15 14:50:57,Ribet
Khaidir Alfazri,1,2022-10-15 14:15:21,Masuknya susah proses terhenti di verifikasi wajah
Ramdhani Prastyo Adhi,1,2022-10-15 12:36:45,"Ini gimana cara pakenya ya? Habis minta verifikasi wajah kok berhenti sampai situ gak loading gak apa. Cuma ada opsi scan barcode, 😓"
nada dylan nasir,1,2022-10-15 08:57:13,Kalo ujung ujungnya harus scan QR code ke dukcapil ya percuma pake ginian..gak fleksible..
saha welah,1,2022-10-15 05:52:30,Aplikasi gak guna
Johnfrind Fau,3,2022-10-15 05:24:43,"Maunya verifikasi pake sidik jari pak judan, krn wajah kita berubah seiring umur, kalau pake verifikasi wajah selalu gagal, tp sidik jari tak akan berubah"
Acoend Arifin Juventini,1,2022-10-15 01:30:08,"Applnya ga jelas ini mah,,,,,"
Malchan Aziziy,1,2022-10-15 01:28:03,mengecewakan scan barcode? apanya yang di scan gak bisa lanjut lagi ke tahap selanjutnya
Dafril Hidayatsyah,1,2022-10-14 17:36:45,"Apk Error, mendingan ngk usah d buat dah"
ANDI KORI,1,2022-10-14 17:29:14,Kaga Jelas Ingin tahu Loginnya Ribet Klo Belom siap kenapa di Himbau kepada Rakyat
Fatih Ardana,1,2022-10-14 15:24:57,"Susah masuk,dan harus barcode ribet"
Bachtiar Lubis,1,2022-10-14 14:22:03,"Applikasi unfaedah..Klo disuruh scan barcode dukcapil ya buat apa KTP DIGITAL ini?,verifikasi wajah jelas agak sulit.Krn manusia pasti ada perubahan wajah setiap saat."
Deden Permana,5,2022-10-14 13:33:12,OKE BANGET
nurhakim itomo,1,2022-10-14 12:25:37,"Scan barqode apa ini, ngapain online kalau harus ke dukcapil percuma punya database"
man adin,1,2022-10-14 12:14:28,Ga jelas bangat..
BK 1,1,2022-10-14 11:44:27,APLIKASI TIDAK BERGUNA
Bagus Eko Putranto,1,2022-10-14 10:41:08,Tidak bisa digunakan
onky onx,1,2022-10-14 10:29:35,Aplikasi taeee gak guna
Zupal Addzy,1,2022-10-14 10:12:32,Apa sih maumu ?????
Adhi Makkawari,1,2022-10-14 10:00:34,Barcode apaan yang di scan??
Tatang SumarnaMD,1,2022-10-14 06:57:21,"Lah dikira verif apliasi sudah masuk ternyata harus scan lagi ,minta lagi ke pihak nya kalo gitu mah dikira bner2 ktp aplikasi ternyata portal ktp aplikasi"
Cak Imam Suwandi,1,2022-10-14 05:18:20,"Mohon izin memberikan ulasan, analisis saya dalam pendaftaran aplikasi ini masih ada kendala yakni scan QR namun tidak ada keterangan apa yang mesti dilakukan? Mestinya cukup dengan kode otp via no hape atau email. Kalau masih harus datang ke dukcapil lantas untuk apa dibuat online ? Ini paradigmanya mesti diperbaiki lagi. Terlalu berbelit-belit padahal kan dasarnya e-KTP yang dimiliki. Tolong segera perbaiki...agar bermanfaat dan tidak kalah dengan negara tetangga."
Muhammad Nuruddin,1,2022-10-14 04:50:46,Semoga lebih baik lagi
Farhan Adi Saputra,1,2022-10-14 04:21:25,Aplika tidak bisa di buka
Febrina P,1,2022-10-14 04:15:18,Gaje
Mamak AA,1,2022-10-14 03:43:39,Mau di gunakan gimana. Masuk ajj di persulit.
ketut Fitri Adnyani,1,2022-10-14 02:33:51,"Aplikasi dewa Rakyat masih melata di tanah😔😔 Mohon di perbaiki lagi aplikasinya, KTP kami masih belum digital, jadi tidak bisa di scan"
Pur Binara Audios (Pur),5,2022-10-14 02:16:07,Smoga bermanfaat
Kang Sopo,1,2022-10-13 13:16:31,Gak bisa diinstal
Marii chanel,1,2022-10-13 11:17:59,Ini aplikasi apaan sih...gajelas sungguh...ngabis2in uang negara aja...
Candra priatna Priatna,1,2022-10-13 10:05:34,Gabisa dibuka
Muhammad David,1,2022-10-13 09:30:39,"masih dalam tahap pengembangan.. mau tanya tugas orang2 di dukcapil itu apa??? krn apk ini sbg ganti utk dokumen kita,dan menghilangkan dokumen fisik"
Aditya Purwa,1,2022-10-13 08:36:25,Install ini utk kasih bintang 1 saja. Karena sudah tau pasti kualitasnya biasa saja bahkan merepotkan masyarakat.
andi prasetyo,1,2022-10-13 05:23:18,Ini kenapa aplikasi tadi bisa di buka kok sekarang gak bisa
Erna Wati,1,2022-10-13 05:19:12,apk tolol.pantesan bnyk pungli.
Vicky Setiawan,1,2022-10-13 05:17:02,"DISDUKCAPIL di bawah naungan Kemendagri ialah salah satu instansi pemerintah yang paling buruk kinerjanya, paling tidak efisien proses birokrasinya, paling lama waktu pelayanannya. E-KTP adalah salah satu prestasi buruk di mana menghabiskan banyak anggaran dengan hasil hampir nol, nyatanya tidak ada KTP yang saat ini dapat berintegrasi dengan perangkat elektronik demi memudahkan kegiatan berkaitan dengan kependudukan. Entah siapa yang salah, developer yang malas atau bocornya 70% anggaran?"
Mas pari,1,2022-10-13 04:56:25,"Apk apaan nih,apk jelek masa di pasang play store ga masuk apk gini buat ane,"
abidedy mashudi,1,2022-10-13 03:22:35,"Gak bisa digunakan, sangat2 mengecewakan. Baru download langsung hapus/delete !! Ambil poto gak bisa, duminta scane barkode, apanya yang mau di barcode??Aplikasi aneh!!"
